species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25,num_of_regions
Wittmackanthus stanleyanus,900,300,100,N/A,N/A,N/A,N/A,3
Xanthosoma sagittifolium,2200,1700,2100,900,400,1600,N/A,6
Ximenia americana,200,N/A,N/A,N/A,400,1600,600,4
Xylopia amazonica,300,300,200,N/A,0,N/A,N/A,4
Xylopia aromatica,2200,1300,600,200,600,500,N/A,6
Xylopia calophylla,0,N/A,700,0,800,N/A,N/A,4
Xylopia discreta,900,0,N/A,N/A,N/A,N/A,N/A,2
Xylopia emarginata,200,500,0,N/A,400,N/A,N/A,4
Xylopia frutescens,800,0,N/A,N/A,400,N/A,N/A,3
Xylopia polyantha,800,100,200,N/A,0,800,N/A,5
Xylopia sericea,500,300,300,100,300,200,N/A,6
Zanthoxylum acuminatum,2100,600,1200,200,1600,1000,N/A,6
Zanthoxylum fagara,2300,2700,2300,2500,2100,2000,1100,7
Zanthoxylum formiciferum,0,1300,400,N/A,0,N/A,N/A,4
Zanthoxylum lenticulare,1200,1800,N/A,N/A,N/A,N/A,N/A,2
Zanthoxylum melanostictum,1200,1100,1900,200,0,N/A,N/A,5
Zanthoxylum pucro,0,0,N/A,N/A,500,700,N/A,4
Zanthoxylum quinduense,1200,2800,1800,300,N/A,N/A,N/A,4
Zanthoxylum rhoifolium,3500,2300,2200,800,1400,2800,1700,7
Zanthoxylum rigidum,1300,2400,N/A,400,0,200,500,6
Zinowiewia australis,1200,1800,1700,N/A,2300,1000,N/A,5
Zygia latifolia,300,1200,200,N/A,300,N/A,N/A,4
Zygia multipunctata,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Zygia picramnioides,200,0,N/A,N/A,N/A,N/A,N/A,2
Bunchosia argentea,1900,1800,2000,0,2000,N/A,N/A,5
Bunchosia armeniaca,2300,2300,2600,1600,2300,2000,N/A,6
Bunchosia diphylla,100,0,N/A,N/A,N/A,N/A,N/A,2
Bunchosia hartwegiana,1000,N/A,N/A,N/A,N/A,N/A,N/A,1
Bunchosia pseudonitida,1800,1300,N/A,200,N/A,N/A,N/A,3
Bursera graveolens,700,1200,1400,1900,N/A,N/A,N/A,4
Bursera simaruba,1400,200,N/A,N/A,0,N/A,N/A,3
Byrsonima arthropoda,1600,0,2200,2400,1800,2300,N/A,6
Byrsonima garcibarrigae,1800,600,0,200,N/A,N/A,N/A,4
Byrsonima nemoralis,1400,N/A,N/A,N/A,N/A,N/A,N/A,1
Byrsonima spicata,1500,300,N/A,300,1400,2000,N/A,5
Byrsonima stipulacea,0,N/A,0,N/A,0,N/A,N/A,3
Cabralea canjerana,0,1200,2400,1000,2100,1800,N/A,6
Calatola costaricensis,3000,2300,2000,1800,2100,1000,N/A,6
Calliandra magdalenae,1400,900,0,N/A,1100,N/A,N/A,4
Calliandra purdiei,1500,1100,N/A,N/A,N/A,N/A,N/A,2
Calliandra riparia,1400,2400,N/A,N/A,N/A,N/A,N/A,2
Calophyllum brasiliense,2500,2000,1500,300,1400,1200,N/A,6
Calophyllum mariae,900,N/A,N/A,N/A,N/A,N/A,N/A,1
Calycolpus moritzianus,2700,2000,600,N/A,N/A,N/A,N/A,3
Campomanesia speciosa,0,0,900,200,900,0,N/A,6
Capirona decorticans,0,300,700,400,500,N/A,N/A,5
Capparis micracantha,0,N/A,0,N/A,N/A,N/A,N/A,2
Cariniana pyriformis,1400,100,N/A,N/A,N/A,N/A,N/A,2
Caryocar amygdaliferum,800,0,N/A,N/A,0,N/A,N/A,3
Caryocar glabrum,1700,1300,1000,1700,1600,0,N/A,6
Caryocar pallidum,100,0,0,N/A,1500,N/A,N/A,4
Caryodendron orinocense,1300,1400,1600,N/A,700,N/A,N/A,4
Casearia aculeata,1100,2000,1100,900,1400,1500,N/A,6
Casearia arborea,2400,1900,1700,2300,1600,1100,N/A,6
Casearia arguta,1600,N/A,100,N/A,N/A,N/A,N/A,2
Casearia cajambrensis,1600,900,1100,500,N/A,N/A,N/A,4
Casearia combaymensis,0,800,1900,N/A,0,0,N/A,5
Casearia decandra,700,1300,1600,1500,1300,2100,N/A,6
Casearia grandiflora,1300,1100,N/A,N/A,N/A,N/A,N/A,2
Casearia mariquitensis,1800,2500,1900,N/A,2200,0,N/A,5
Casearia megacarpa,700,1800,800,N/A,0,N/A,N/A,4
Casearia praecox,800,N/A,N/A,N/A,N/A,N/A,N/A,1
Casearia prunifolia,100,2700,2000,2000,0,N/A,N/A,5
Casearia quinduensis,700,2000,1100,400,N/A,N/A,N/A,4
Casearia sylvestris,2200,1900,2700,2200,3000,2700,1100,7
Casearia tachirensis,1000,800,600,1000,900,N/A,N/A,5
Casearia ulmifolia,500,1000,900,500,1000,N/A,N/A,5
Casearia zahlbruckneri,700,400,400,500,800,100,N/A,6
Cassia moschata,1200,900,N/A,N/A,N/A,N/A,N/A,2
Cassipourea guianensis,1300,900,1400,N/A,N/A,N/A,N/A,3
Castilla elastica,2100,1300,500,N/A,N/A,0,N/A,4
Castilla tunu,1200,400,0,N/A,N/A,N/A,N/A,3
Cathedra acuminata,1300,100,1400,100,100,N/A,N/A,5
Catostemma digitata,400,N/A,N/A,N/A,N/A,N/A,N/A,1
Catostemma digitatum,400,N/A,N/A,N/A,N/A,N/A,N/A,1
Cavanillesia platanifolia,200,N/A,0,N/A,N/A,N/A,N/A,2
Cavendishia antioquiensis,700,N/A,N/A,N/A,N/A,N/A,N/A,1
Cavendishia bracteata,3700,2900,2900,2500,3000,3200,N/A,6
Cavendishia compacta,2300,1700,N/A,N/A,N/A,N/A,N/A,2
Cavendishia guatapeensis,2100,200,N/A,N/A,N/A,N/A,N/A,2
Cavendishia pubescens,3500,2200,200,1500,1200,2100,N/A,6
Cecropia angustifolia,2100,1900,2400,900,2400,1200,N/A,6
Cecropia bullata,100,400,200,N/A,N/A,N/A,N/A,3
Cecropia engleriana,800,1000,1900,0,2600,0,N/A,6
Cecropia gabrielis,700,700,300,N/A,N/A,N/A,N/A,3
Cecropia hispidissima,1600,1100,600,N/A,N/A,N/A,N/A,3
Cecropia insignis,900,800,0,N/A,N/A,N/A,N/A,3
Cecropia membranacea,1000,1400,300,300,1700,800,N/A,6
Cecropia obtusifolia,2100,1800,1100,N/A,N/A,N/A,N/A,3
Cecropia peltata,2100,1800,0,N/A,N/A,N/A,N/A,3
Cecropia reticulata,800,1700,1600,N/A,N/A,N/A,N/A,3
Cecropia sciadophylla,0,1200,1200,200,700,1800,N/A,6
Cecropia telenitida,2700,1300,700,200,N/A,N/A,N/A,4
Cedrela fissilis,1000,0,2000,500,3100,2100,1500,7
Cedrela lilloi,0,N/A,N/A,0,2600,1500,600,5
Cedrela montana,2800,2800,1500,200,2600,0,0,7
Cedrela odorata,2100,2300,2700,2700,3400,2700,1100,7
Ceiba pentandra,2000,1400,1800,1600,1700,0,N/A,6
Ceiba speciosa,400,600,1400,0,1700,1400,0,7
Celtis iguanaea,1500,1300,1700,1600,2000,2000,1100,7
Celtis schippii,1400,1200,700,2300,1200,300,N/A,6
Centronia laurifolia,0,300,1500,1300,0,N/A,N/A,5
Ceroxylon parvifrons,1100,800,1800,N/A,1300,1400,N/A,5
Ceroxylon quindiuense,1400,1500,N/A,0,N/A,N/A,N/A,3
Ceroxylon vogelianum,1900,700,600,800,1200,0,N/A,6
Cespedesia spathulata,1400,2500,1900,1300,900,400,N/A,6
Cestrum bigibbosum,1900,N/A,N/A,N/A,N/A,N/A,N/A,1
Cestrum conglomeratum,0,N/A,600,1600,2600,2900,N/A,5
Cestrum cuneifolium,2200,900,N/A,N/A,N/A,N/A,N/A,2
Cestrum humboldtii,1300,2300,2200,1400,400,N/A,N/A,5
Cestrum megalophyllum,2800,2600,1900,200,1900,1800,N/A,6
Cestrum ochraceum,2200,2500,N/A,N/A,N/A,N/A,N/A,2
Cestrum petiolare,2000,700,300,0,100,N/A,N/A,5
Cestrum racemosum,3000,2900,1400,1000,2000,600,N/A,6
Chamaedorea allenii,1200,100,N/A,N/A,0,N/A,N/A,3
Chamaedorea linearis,2400,2900,2200,1800,2600,1800,N/A,6
Chamaedorea pinnatifrons,3600,2900,3000,2200,2700,1900,N/A,6
Cheiloclinium cognatum,700,1000,1300,1300,2500,1000,N/A,6
Chimarrhis glabriflora,100,N/A,900,700,900,700,N/A,5
Chimarrhis hookeri,300,600,1100,1100,1400,1000,N/A,6
Chlorocardium venenosum,0,700,1000,N/A,N/A,N/A,N/A,3
Chloroleucon mangense,100,2300,N/A,400,N/A,N/A,0,4
Chomelia microloba,200,N/A,N/A,N/A,N/A,N/A,N/A,1
Chomelia paniculata,700,N/A,1300,1500,1600,1200,N/A,5
Chomelia polyantha,300,N/A,0,100,N/A,N/A,N/A,3
Chomelia spinosa,600,1100,1200,N/A,1600,N/A,N/A,4
Chomelia tenuiflora,2100,900,1900,1800,2000,1000,N/A,6
Chrysochlamys colombiana,2700,2600,500,N/A,N/A,N/A,N/A,3
Chrysochlamys dependens,2200,1900,2200,0,N/A,N/A,N/A,4
Chrysochlamys eclipes,1200,N/A,N/A,N/A,0,N/A,N/A,2
Chrysochlamys macrophylla,1600,900,1900,300,N/A,1400,N/A,5
Chrysochlamys membranacea,2400,1700,2300,0,1600,N/A,N/A,5
Chrysochlamys nicaraguensis,1300,2600,0,N/A,N/A,N/A,N/A,3
Chrysochlamys ulei,1000,1100,0,500,1300,N/A,N/A,5
Chrysochlamys weberbaueri,1500,1300,900,1600,2100,1400,N/A,6
Chrysophyllum argenteum,2500,1300,1100,1700,1300,500,N/A,6
Chrysophyllum cainito,1800,1300,N/A,N/A,N/A,N/A,N/A,2
Chrysophyllum colombianum,500,1300,800,0,300,N/A,N/A,5
Chrysophyllum lucentifolium,900,1200,1000,N/A,900,0,N/A,5
Chrysophyllum prieurii,700,500,400,600,1300,N/A,N/A,5
Acalypha stenoloba,N/A,0,2400,1500,1600,2400,N/A,5
Achatocarpus praecox,N/A,0,N/A,1300,600,1800,900,5
Aegiphila aculeifera,N/A,900,0,N/A,N/A,N/A,N/A,2
Aegiphila monticola,N/A,800,1200,N/A,N/A,N/A,N/A,2
Agonandra silvatica,N/A,0,500,400,1800,N/A,N/A,4
Aiouea formicaria,N/A,0,700,N/A,N/A,N/A,N/A,2
Aiouea grandifolia,N/A,100,0,1300,1400,0,N/A,5
Aiouea palaciosii,N/A,1100,1700,N/A,N/A,N/A,N/A,2
Allophylus divaricatus,N/A,0,600,100,1300,1000,N/A,5
Allophylus dodsonii,N/A,0,100,N/A,0,N/A,N/A,3
Allophylus incanus,N/A,2100,2200,N/A,0,N/A,N/A,3
Allophylus pilosus,N/A,300,2700,100,1500,N/A,N/A,4
Cinchona calisaya,N/A,0,N/A,N/A,3000,2200,N/A,3
Cinchona pyrifolia,N/A,0,N/A,N/A,900,0,N/A,3
Citharexylum gentryi,N/A,400,200,N/A,N/A,N/A,N/A,2
Clavija clavata,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Clavija eggersiana,N/A,1800,1900,0,N/A,N/A,N/A,3
Clavija laplanadae,N/A,400,0,N/A,N/A,N/A,N/A,2
Clethra crispa,N/A,200,600,N/A,N/A,N/A,N/A,2
Clethra ferruginea,N/A,0,1000,800,1900,500,N/A,5
Clethra obovata,N/A,300,1400,0,2600,N/A,N/A,4
Clethra pedicellaris,N/A,1500,1100,1700,2400,500,N/A,5
Clusia pavonii,N/A,0,0,500,0,N/A,N/A,4
Clusia schultesii,N/A,500,1500,0,1500,N/A,N/A,4
Coccoloba peruviana,N/A,0,1700,300,1200,700,N/A,5
Cordia lomatoloba,N/A,1000,900,0,2300,N/A,N/A,4
Cordia lutea,N/A,2600,2800,1300,0,0,N/A,5
Cordia trichotoma,N/A,0,0,N/A,0,1700,1300,5
Cordia ucayaliensis,N/A,600,1700,2400,1600,1700,N/A,5
Cordiera longicaudata,N/A,900,N/A,N/A,N/A,N/A,N/A,1
Coussarea ecuadorensis,N/A,1200,1400,0,0,N/A,N/A,4
Coussarea tenuiflora,N/A,0,300,900,N/A,N/A,N/A,3
Critoniopsis floribunda,N/A,0,1600,1200,N/A,N/A,N/A,3
Critoniopsis occidentalis,N/A,1100,1100,N/A,0,N/A,N/A,3
Critoniopsis tungurahuae,N/A,0,1000,N/A,N/A,N/A,N/A,2
Croton floccosus,N/A,2000,2000,N/A,N/A,N/A,N/A,2
Croton glabellus,N/A,300,N/A,500,N/A,0,N/A,3
Croton rimbachii,N/A,0,1000,0,1100,N/A,N/A,4
Croton tessmannii,N/A,900,1000,2700,900,400,N/A,5
Cupania rufescens,N/A,0,0,0,N/A,N/A,N/A,3
Cyathea catacampta,N/A,0,0,N/A,700,N/A,N/A,3
Cyathea corallifera,N/A,1800,0,N/A,N/A,N/A,N/A,2
Cyathea crenata,N/A,800,1200,0,300,N/A,N/A,4
Cyathea cystolepis,N/A,1700,0,200,300,N/A,N/A,4
Cyathea frigida,N/A,600,900,0,500,N/A,N/A,4
Cyathea obnoxia,N/A,0,700,600,0,0,N/A,5
Dacryodes cupularis,N/A,1700,1300,N/A,N/A,N/A,N/A,2
Daphnopsis equatorialis,N/A,800,1600,N/A,N/A,N/A,N/A,2
Dendropanax fendleri,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Dendropanax macrocarpus,N/A,1200,800,N/A,N/A,N/A,N/A,2
Dendropanax umbellatus,N/A,0,300,1800,1700,0,N/A,5
Dendrophorbium lloense,N/A,2000,2200,N/A,N/A,N/A,N/A,2
Dendrophorbium tipocochense,N/A,1200,3400,N/A,N/A,N/A,N/A,2
Deprea subtriflora,N/A,1200,0,2600,2500,N/A,N/A,4
Diospyros nigra,N/A,100,N/A,N/A,0,N/A,N/A,2
Diplotropis martiusii,N/A,800,200,N/A,0,N/A,N/A,3
Drypetes amazonica,N/A,900,1100,500,1300,700,N/A,5
Duguetia surinamensis,N/A,0,200,N/A,100,N/A,N/A,3
Duroia laevis,N/A,600,600,N/A,N/A,N/A,N/A,2
Elaeoluma glabrescens,N/A,300,200,N/A,0,N/A,N/A,3
Endlicheria krukovii,N/A,400,900,800,1700,N/A,N/A,4
Endlicheria lorastemon,N/A,0,1200,N/A,N/A,N/A,N/A,2
Endlicheria macrophylla,N/A,0,0,N/A,500,N/A,N/A,3
Endlicheria oreocola,N/A,0,1800,300,N/A,N/A,N/A,3
Endlicheria tessmannii,N/A,0,1700,N/A,0,N/A,N/A,3
Eriotheca macrophylla,N/A,100,200,0,1400,700,N/A,5
Erythrina amazonica,N/A,800,900,N/A,2200,N/A,N/A,3
Erythrina ulei,N/A,600,900,0,1400,1100,N/A,5
Erythroxylum squamatum,N/A,1200,2300,500,1400,N/A,N/A,4
Eschweilera andina,N/A,1700,1900,200,1100,100,N/A,5
Eschweilera rimbachii,N/A,1700,1000,N/A,N/A,N/A,N/A,2
Eugenia crassimarginata,N/A,2600,2100,N/A,N/A,N/A,N/A,2
Eugenia muricata,N/A,500,1400,1800,2300,0,N/A,5
Faramea ampla,N/A,1400,0,N/A,N/A,N/A,N/A,2
Faramea bangii,N/A,0,1100,2200,2000,500,N/A,5
Faramea langlassei,N/A,1600,2000,N/A,N/A,N/A,N/A,2
Faramea torquata,N/A,400,1700,500,1000,0,N/A,5
Ferdinandusa chlorantha,N/A,1200,2700,1500,1400,1300,N/A,5
Ferdinandusa guainiae,N/A,200,1500,N/A,N/A,N/A,N/A,2
Ficus casapiensis,N/A,0,100,200,1600,N/A,N/A,4
Ficus trapezicola,N/A,0,1800,600,400,N/A,N/A,4
Alseis peruviana,N/A,100,N/A,300,400,0,N/A,4
Amanoa oblongifolia,N/A,1300,200,N/A,1000,800,N/A,4
Ampelocera ruizii,N/A,0,0,800,1600,1300,N/A,5
Andira multistipula,N/A,0,400,500,900,N/A,N/A,4
Annona ambotay,N/A,1200,1000,200,600,N/A,N/A,4
Annona deceptrix,N/A,900,500,N/A,N/A,N/A,N/A,2
Geissanthus pichinchae,N/A,1000,2400,N/A,N/A,N/A,N/A,2
Geissanthus vanderwerffii,N/A,2600,2100,N/A,N/A,N/A,N/A,2
Geoffroea spinosa,N/A,100,800,0,1900,200,N/A,5
Grias peruviana,N/A,700,2000,700,1200,N/A,N/A,4
Grias theobromicarpa,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Grosvenoria rimbachii,N/A,900,3200,N/A,N/A,N/A,N/A,2
Guapira noxia,N/A,0,0,N/A,0,N/A,N/A,3
Guarea gomma,N/A,1400,900,0,1300,100,N/A,5
Guatteria boliviana,N/A,700,900,0,2000,1300,N/A,5
Guatteria duodecima,N/A,0,1300,0,2100,1100,N/A,5
Guatteria pichinchae,N/A,0,500,N/A,N/A,N/A,N/A,2
Guatteria venosa,N/A,800,1000,N/A,N/A,N/A,N/A,2
Hedyosmum anisodorum,N/A,300,1900,0,1700,N/A,N/A,4
Hedyosmum tepuiense,N/A,900,N/A,N/A,1500,N/A,N/A,2
Heisteria asplundii,N/A,2000,1100,N/A,N/A,N/A,N/A,2
Heisteria duckei,N/A,500,200,N/A,0,N/A,N/A,3
Heisteria pacifica,N/A,900,0,N/A,N/A,N/A,N/A,2
Helicostylis elegans,N/A,1200,100,100,100,N/A,N/A,4
Hieronyma scabra,N/A,1200,N/A,N/A,0,0,N/A,3
Hirtella macrophylla,N/A,100,200,200,N/A,N/A,N/A,3
Ilex acutidenticulata,N/A,900,N/A,N/A,2300,N/A,N/A,2
Inga auristellae,N/A,900,400,300,1100,N/A,N/A,4
Inga cordatoalata,N/A,1300,300,N/A,800,N/A,N/A,3
Inga cordistipula,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Inga feuillei,N/A,900,1600,1300,2600,1700,N/A,5
Inga multicaulis,N/A,1500,1400,N/A,N/A,N/A,N/A,2
Inga silanchensis,N/A,1300,1700,N/A,N/A,N/A,N/A,2
Iochroma calycinum,N/A,900,1700,0,N/A,N/A,N/A,3
Iryanthera lancifolia,N/A,700,800,800,0,N/A,N/A,4
Ixora panurensis,N/A,1300,1600,100,N/A,N/A,N/A,3
Jacaranda macrocarpa,N/A,100,500,300,N/A,N/A,N/A,3
Kotchubaea sericantha,N/A,200,1400,N/A,0,N/A,N/A,3
Ladenbergia heterophylla,N/A,1800,1100,0,N/A,N/A,N/A,3
Leonia crassa,N/A,700,1000,400,1000,1000,N/A,5
Licania incana,N/A,700,N/A,N/A,N/A,0,N/A,2
Macrolobium limbatum,N/A,400,200,200,500,N/A,N/A,4
Magnolia gilbertoi,N/A,1400,0,N/A,N/A,N/A,N/A,2
Magnolia mashpi,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Matisia coloradorum,N/A,900,1000,N/A,N/A,N/A,N/A,2
Matisia giacomettoi,N/A,700,500,N/A,N/A,N/A,N/A,2
Matisia malacocalyx,N/A,1700,1000,N/A,700,N/A,N/A,3
Meliosma boliviensis,N/A,800,1500,0,2000,300,N/A,5
Meliosma glabrata,N/A,0,100,N/A,3100,400,N/A,4
Meliosma herbertii,N/A,700,2700,1500,1700,1000,N/A,5
Meliosma peytonii,N/A,0,2100,1100,1300,0,N/A,5
Anthodiscus klugii,N/A,300,1000,300,900,N/A,N/A,4
Aphelandra acanthus,N/A,2600,1100,N/A,N/A,N/A,N/A,2
Aspidosperma macrocarpon,N/A,0,N/A,100,1200,400,N/A,4
Aspidosperma schultesii,N/A,500,900,500,500,N/A,N/A,4
Asplundia schizotepala,N/A,0,900,200,1000,N/A,N/A,4
Meriania maxima,N/A,1600,1500,N/A,N/A,N/A,N/A,2
Meriania pichinchensis,N/A,0,500,N/A,N/A,N/A,N/A,2
Meriania rigida,N/A,0,2400,500,N/A,N/A,N/A,3
Miconia alpina,N/A,0,N/A,0,900,N/A,N/A,3
Miconia aristata,N/A,300,N/A,N/A,0,N/A,N/A,2
Miconia aulocalyx,N/A,400,0,600,1700,N/A,N/A,4
Miconia bracteata,N/A,0,200,N/A,N/A,N/A,N/A,2
Miconia corymbiformis,N/A,3300,1200,N/A,N/A,N/A,N/A,2
Miconia dapsiliflora,N/A,600,600,N/A,N/A,N/A,N/A,2
Miconia explicita,N/A,600,500,N/A,N/A,N/A,N/A,2
Miconia ferruginea,N/A,800,N/A,N/A,N/A,N/A,N/A,1
Miconia glaucescens,N/A,200,1700,0,0,N/A,N/A,4
Miconia juruensis,N/A,100,0,0,200,100,N/A,5
Miconia lasiocalyx,N/A,400,2100,400,1700,400,N/A,5
Miconia media,N/A,0,2000,1400,600,N/A,N/A,4
Miconia smithii,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Micropholis grandiflora,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Monnina pseudopilosa,N/A,2100,2100,N/A,N/A,N/A,N/A,2
Myrcia egensis,N/A,0,N/A,0,N/A,N/A,N/A,2
Myrcianthes alaternifolia,N/A,900,500,N/A,N/A,N/A,N/A,2
Myroxylon peruiferum,N/A,200,900,0,900,1000,1000,6
Naucleopsis chiguila,N/A,500,2000,N/A,N/A,N/A,N/A,2
Naucleopsis concinna,N/A,0,200,100,300,N/A,N/A,4
Naucleopsis krukovii,N/A,800,800,200,1100,0,N/A,5
Nealchornea yapurensis,N/A,600,1100,800,1300,N/A,N/A,4
Nectandra acuminata,N/A,300,200,0,2300,N/A,N/A,4
Nectandra discolor,N/A,1000,800,1400,N/A,0,N/A,4
Ocotea cuneifolia,N/A,2800,2200,1600,2100,N/A,N/A,4
Ocotea floccifera,N/A,1500,1700,N/A,N/A,N/A,N/A,2
Ocotea karsteniana,N/A,700,1900,0,0,N/A,N/A,4
Ocotea oreophila,N/A,0,0,N/A,N/A,N/A,N/A,2
Ocotea rugosa,N/A,1000,700,N/A,N/A,N/A,N/A,2
Oreocallis grandiflora,N/A,0,2300,3100,1900,N/A,N/A,4
Oreopanax ecuadorensis,N/A,1000,1600,N/A,N/A,N/A,N/A,2
Oreopanax grandifolius,N/A,1900,100,N/A,N/A,N/A,N/A,2
Ormosia coarctata,N/A,1100,N/A,0,1400,N/A,N/A,3
Otoba glycycarpa,N/A,1500,1800,1400,1400,0,N/A,5
Palicourea acanthacea,N/A,1200,0,N/A,N/A,N/A,N/A,2
Palicourea lineata,N/A,1500,2100,1500,1700,N/A,N/A,4
Palicourea sodiroi,N/A,1500,1500,N/A,N/A,N/A,N/A,2
Palicourea subscandens,N/A,900,1300,200,N/A,N/A,N/A,3
Palicourea tinctoria,N/A,700,1800,2200,1700,900,N/A,5
Panopsis megistosperma,N/A,600,800,N/A,N/A,N/A,N/A,2
Panopsis pearcei,N/A,0,400,0,1000,1600,N/A,5
Parinari chocoensis,N/A,300,N/A,N/A,N/A,N/A,N/A,1
Parinari parilis,N/A,0,0,0,300,N/A,N/A,4
Pentacalia oronocensis,N/A,0,1400,1600,1900,2200,N/A,5
Pentagonia clementinensis,N/A,1500,1200,N/A,N/A,N/A,N/A,2
Pentagonia williamsii,N/A,0,400,300,0,N/A,N/A,4
Pera tomentosa,N/A,500,N/A,N/A,300,N/A,N/A,2
Perebea humilis,N/A,700,100,500,700,N/A,N/A,4
Persea fendleri,N/A,100,N/A,N/A,N/A,N/A,N/A,1
Persea nudigemma,N/A,1600,1500,0,300,N/A,N/A,4
Persea peruviana,N/A,0,N/A,600,1400,1500,N/A,4
Persea sericea,N/A,0,1100,N/A,N/A,N/A,N/A,2
Phytelephas aequatorialis,N/A,1100,1900,N/A,N/A,N/A,N/A,2
Axinaea quitensis,N/A,1300,2100,N/A,N/A,N/A,N/A,2
Banara regia,N/A,300,900,N/A,N/A,N/A,N/A,2
Bathysa obovata,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Batocarpus orinocensis,N/A,1600,1700,1400,900,N/A,N/A,4
Blakea eriocalyx,N/A,1600,1500,N/A,N/A,N/A,N/A,2
Blakea multiflora,N/A,0,1400,1400,1700,1600,N/A,5
Piper boquianum,N/A,200,N/A,N/A,N/A,N/A,N/A,1
Piper ecuadorense,N/A,1100,1200,300,N/A,N/A,N/A,3
Piper hylophilum,N/A,1000,0,N/A,N/A,N/A,N/A,2
Piper perareolatum,N/A,800,2000,900,0,N/A,N/A,4
Pleurothyrium glabrifolium,N/A,0,1200,N/A,N/A,N/A,N/A,2
Pleurothyrium parviflorum,N/A,0,100,800,500,N/A,N/A,4
Pleurothyrium poeppigii,N/A,0,1500,1200,2300,0,N/A,5
Polylepis pauta,N/A,600,2000,200,1800,N/A,N/A,4
Pourouma cuspidata,N/A,0,100,N/A,800,0,N/A,4
Pouteria buenaventurensis,N/A,1600,1400,N/A,N/A,N/A,N/A,2
Pouteria campanulata,N/A,600,200,0,300,N/A,N/A,4
Pouteria egregia,N/A,0,0,N/A,0,N/A,N/A,3
Pouteria gigantea,N/A,0,0,N/A,N/A,N/A,N/A,2
Pouteria juruana,N/A,0,100,N/A,1100,N/A,N/A,3
Pouteria macrocarpa,N/A,100,N/A,N/A,N/A,N/A,N/A,1
Pouteria macrophylla,N/A,0,0,0,600,1000,N/A,5
Pouteria oblanceolata,N/A,200,1500,N/A,600,0,N/A,4
Pouteria vernicosa,N/A,300,400,N/A,0,N/A,N/A,3
Psychotria montivaga,N/A,1500,1200,2100,100,N/A,N/A,4
Psychotria pichisensis,N/A,100,2000,1800,2100,1400,N/A,5
Pterogyne nitens,N/A,700,N/A,N/A,0,1200,1600,4
Quararibea grandifolia,N/A,500,1400,N/A,N/A,N/A,N/A,2
Quararibea wittii,N/A,0,900,400,800,0,N/A,5
Randia ferox,N/A,1800,100,N/A,N/A,N/A,N/A,2
Rauvolfia sprucei,N/A,300,100,700,1900,0,N/A,5
Ravenia biramosa,N/A,400,0,1000,100,N/A,N/A,4
Rhamnidium elaeocarpum,N/A,0,300,200,1000,1500,1000,6
Rhodostemonodaphne cyclops,N/A,0,200,N/A,N/A,N/A,N/A,2
Richeria dressleri,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Roupala cordifolia,N/A,0,800,400,1700,N/A,N/A,4
Rudgea verticillata,N/A,1700,1400,1600,2300,0,N/A,5
Saurauia biserrata,N/A,0,N/A,0,1400,N/A,N/A,3
Saurauia herthae,N/A,1400,2300,N/A,N/A,N/A,N/A,2
Saurauia peruviana,N/A,0,2200,1100,800,2200,N/A,5
Schefflera sodiroi,N/A,900,1400,N/A,N/A,N/A,N/A,2
Schizocalyx obovatus ,N/A,1300,N/A,600,1300,1400,N/A,4
Sebastiania brasiliensis,N/A,0,N/A,N/A,400,1800,1500,4
Sessea vestita,N/A,900,900,N/A,N/A,0,N/A,3
Simaba guianensis,N/A,200,1200,N/A,1000,N/A,N/A,3
Siparuna bifida,N/A,0,300,700,900,1000,N/A,5
Siparuna cristata,N/A,100,1200,400,700,N/A,N/A,4
Siparuna eggersii,N/A,1700,2300,700,N/A,N/A,N/A,3
Siparuna piloso-lepidota,N/A,1500,2100,N/A,0,N/A,N/A,3
Siphoneugena densiflora,N/A,500,300,N/A,N/A,N/A,N/A,2
Sloanea brevipes,N/A,300,0,N/A,1200,0,N/A,4
Sloanea medusula,N/A,0,0,N/A,N/A,N/A,N/A,2
Sloanea multiflora,N/A,1400,200,N/A,600,N/A,N/A,3
Sloanea sinemariensis,N/A,0,800,1800,700,N/A,N/A,4
Solanum confertiseriatum,N/A,1700,1800,N/A,N/A,N/A,N/A,2
Solanum cucullatum,N/A,2700,2900,600,200,N/A,N/A,4
Sorocea guilleminiana,N/A,400,100,700,1700,1400,N/A,5
Sorocea jaramilloi,N/A,1600,0,N/A,N/A,N/A,N/A,2
Sorocea sarcocarpa,N/A,400,1900,N/A,N/A,N/A,N/A,2
Spirotheca awadendron,N/A,1300,800,N/A,N/A,N/A,N/A,2
Blakea rotundifolia,N/A,1600,1600,N/A,N/A,N/A,N/A,2
Brachyotum gleasonii,N/A,0,900,N/A,N/A,N/A,N/A,2
