species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25,num_of_regions
Guatteria venosa,N/A,400,1000,N/A,N/A,N/A,N/A,2
Guettarda sanblasensis,N/A,500,400,N/A,N/A,N/A,N/A,2
Handroanthus obscurus,N/A,200,0,N/A,N/A,N/A,N/A,2
Haydenoxylon gentryi,N/A,1100,1400,N/A,N/A,N/A,N/A,2
Hedyosmum luteynii,N/A,1200,2200,N/A,N/A,N/A,N/A,2
Hedyosmum scabrum,N/A,700,1500,2000,1200,2400,N/A,5
Heisteria asplundii,N/A,700,900,N/A,N/A,N/A,N/A,2
Heisteria duckei,N/A,200,200,N/A,N/A,N/A,N/A,2
Heisteria nitida,N/A,100,1100,1500,1100,1100,N/A,5
Heisteria pacifica,N/A,700,N/A,N/A,N/A,N/A,N/A,1
Helicostylis elegans,N/A,1200,0,100,100,N/A,N/A,4
Hernandia didymantha,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Hevea guianensis,N/A,800,900,900,1000,500,N/A,5
Hieronyma asperifolia,N/A,0,1300,700,1600,N/A,N/A,4
Hirtella macrophylla,N/A,0,100,200,N/A,N/A,N/A,3
Huertea glandulosa,N/A,1200,2200,2300,2300,N/A,N/A,4
Ilex acutidenticulata,N/A,300,N/A,N/A,0,N/A,N/A,2
Ilex andicola,N/A,500,1500,N/A,700,800,N/A,4
Ilex colombiana,N/A,400,N/A,N/A,N/A,0,N/A,2
Inga auristellae,N/A,200,400,300,1100,N/A,N/A,4
Inga bourgonii,N/A,1200,1500,900,2000,1000,N/A,5
Inga cordatoalata,N/A,1100,300,N/A,800,N/A,N/A,3
Inga feuillei,N/A,700,1100,1300,1900,900,N/A,5
Inga multicaulis,N/A,0,800,N/A,N/A,N/A,N/A,2
Inga silanchensis,N/A,1000,1600,N/A,N/A,N/A,N/A,2
Iochroma calycinum,N/A,700,1400,0,N/A,N/A,N/A,3
Iryanthera juruensis,N/A,600,1000,500,1100,600,N/A,5
Ixora panurensis,N/A,1300,1600,100,N/A,N/A,N/A,3
Kotchubaea sericantha,N/A,0,400,N/A,N/A,N/A,N/A,2
Ladenbergia heterophylla,N/A,1400,900,0,N/A,N/A,N/A,3
Ladenbergia macrophylla,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Leonia crassa,N/A,500,900,400,1000,800,N/A,5
Licania canescens,N/A,100,0,400,0,N/A,N/A,4
Licania harlingii,N/A,0,800,400,600,N/A,N/A,4
Licania incana,N/A,700,N/A,N/A,N/A,0,N/A,2
Licania octandra,N/A,0,N/A,300,100,N/A,N/A,3
Ligustrum lucidum,N/A,0,N/A,N/A,N/A,2000,N/A,2
Macrolobium limbatum,N/A,0,200,200,200,N/A,N/A,4
Magnolia gilbertoi,N/A,400,N/A,N/A,N/A,N/A,N/A,1
Maquira calophylla,N/A,700,2100,300,700,N/A,N/A,4
Matisia coloradorum,N/A,100,100,N/A,N/A,N/A,N/A,2
Matisia giacomettoi,N/A,700,200,N/A,N/A,N/A,N/A,2
Matisia malacocalyx,N/A,1500,1000,N/A,700,N/A,N/A,3
Mauria simplicifolia,N/A,2100,900,3000,N/A,N/A,N/A,3
Mauritia flexuosa,N/A,300,900,300,200,N/A,N/A,4
Meliosma bogotana,N/A,800,0,N/A,0,N/A,N/A,3
Meliosma herbertii,N/A,0,2200,1500,1700,900,N/A,5
Meliosma peytonii,N/A,0,1200,1100,1100,0,N/A,5
Annona hypoglauca,N/A,0,400,100,200,N/A,N/A,4
Anthodiscus klugii,N/A,0,N/A,300,900,N/A,N/A,3
Aphelandra acanthus,N/A,2300,1100,N/A,N/A,N/A,N/A,2
Aspidosperma cruentum,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Aspidosperma schultesii,N/A,500,900,500,500,N/A,N/A,4
Meriania maxima,N/A,1300,900,N/A,N/A,N/A,N/A,2
Meriania mutisii,N/A,100,N/A,N/A,N/A,N/A,N/A,1
Meriania pichinchensis,N/A,0,500,N/A,N/A,N/A,N/A,2
Miconia aristata,N/A,100,N/A,N/A,N/A,N/A,N/A,1
Miconia aulocalyx,N/A,400,N/A,600,1700,N/A,N/A,3
Miconia biglandulosa,N/A,600,700,0,200,N/A,N/A,4
Miconia bracteata,N/A,0,0,N/A,N/A,N/A,N/A,2
Miconia clathrantha,N/A,700,1000,400,0,0,N/A,5
Miconia corymbiformis,N/A,600,1200,N/A,N/A,N/A,N/A,2
Miconia dapsiliflora,N/A,0,600,N/A,N/A,N/A,N/A,2
Miconia denticulata,N/A,900,900,1400,0,N/A,N/A,4
Miconia explicita,N/A,300,100,N/A,N/A,N/A,N/A,2
Miconia glaucescens,N/A,0,1700,0,0,N/A,N/A,4
Miconia lasiocalyx,N/A,300,1500,400,1600,400,N/A,5
Miconia orescia,N/A,2600,N/A,N/A,N/A,N/A,N/A,1
Miconia rivetii,N/A,1200,2000,N/A,300,N/A,N/A,3
Monnina pseudopilosa,N/A,800,2100,N/A,N/A,N/A,N/A,2
Myrcia neesiana,N/A,600,1400,1900,1500,0,N/A,5
Myrcianthes alaternifolia,N/A,300,0,N/A,N/A,N/A,N/A,2
Naucleopsis chiguila,N/A,0,1500,N/A,N/A,N/A,N/A,2
Naucleopsis krukovii,N/A,0,200,200,1100,N/A,N/A,4
Nealchornea yapurensis,N/A,400,1100,800,1300,N/A,N/A,4
Nectandra acuminata,N/A,0,0,0,2300,N/A,N/A,4
Nectandra cissiflora,N/A,0,1800,1600,2500,2000,N/A,5
Nectandra longifolia,N/A,0,1300,1800,1700,1600,N/A,5
Neea macrophylla,N/A,600,700,800,1400,1400,N/A,5
Neea ovalifolia,N/A,700,1200,500,1800,1200,N/A,5
Ocotea benthamiana,N/A,0,1000,100,N/A,N/A,N/A,3
Ocotea costulata,N/A,300,500,300,1700,N/A,N/A,4
Ocotea cuneifolia,N/A,600,1200,1600,1900,N/A,N/A,4
Ocotea floccifera,N/A,1100,1400,N/A,N/A,N/A,N/A,2
Ocotea infrafoveolata,N/A,500,2300,N/A,N/A,N/A,N/A,2
Ocotea karsteniana,N/A,700,0,0,0,N/A,N/A,4
Ocotea oreophila,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Ocotea pacifica,N/A,0,200,N/A,N/A,N/A,N/A,2
Ocotea pichinchensis,N/A,0,100,N/A,N/A,N/A,N/A,2
Ocotea rugosa,N/A,200,200,N/A,N/A,N/A,N/A,2
Oreopanax albanensis,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Oreopanax ecuadorensis,N/A,1000,1600,N/A,N/A,N/A,N/A,2
Oreopanax grandifolius,N/A,0,100,N/A,N/A,N/A,N/A,2
Oreopanax seemannianus,N/A,1200,1000,N/A,N/A,N/A,N/A,2
Ormosia coarctata,N/A,600,N/A,0,100,N/A,N/A,3
Otoba glycycarpa,N/A,600,1800,1400,1400,0,N/A,5
Oxandra espintana,N/A,700,N/A,0,900,300,N/A,4
Palicourea acanthacea,N/A,700,N/A,N/A,N/A,N/A,N/A,1
Palicourea andrei,N/A,900,900,100,0,N/A,N/A,4
Palicourea lineata,N/A,1500,2100,1500,1700,N/A,N/A,4
Palicourea palenquensis,N/A,1800,1500,N/A,N/A,N/A,N/A,2
Palicourea sodiroi,N/A,1100,1100,N/A,N/A,N/A,N/A,2
Palicourea subscandens,N/A,0,700,200,N/A,N/A,N/A,3
Palicourea tinctoria,N/A,200,1400,2200,1500,900,N/A,5
Panopsis megistosperma,N/A,600,0,N/A,N/A,N/A,N/A,2
Pentacalia disciformis,N/A,1200,200,N/A,N/A,N/A,N/A,2
Pentacalia oronocensis,N/A,0,1400,1600,1900,2200,N/A,5
Pera tomentosa,N/A,200,N/A,N/A,100,N/A,N/A,2
Persea nudigemma,N/A,0,1400,0,0,N/A,N/A,4
Persea povedae,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Phyllanthus brasiliensis,N/A,200,3300,800,0,1200,N/A,5
Phytolacca dioica,N/A,300,1100,1500,0,1500,N/A,5
Picramnia latifolia,N/A,100,1600,700,800,800,N/A,5
Axinaea quitensis,N/A,300,2100,N/A,N/A,N/A,N/A,2
Banara regia,N/A,0,900,N/A,N/A,N/A,N/A,2
Barnadesia parviflora,N/A,2200,1800,600,N/A,N/A,N/A,3
Batocarpus orinocensis,N/A,500,1200,1400,900,N/A,N/A,4
Bauhinia tarapotensis,N/A,600,800,300,900,N/A,N/A,4
Beilschmiedia alloiophylla,N/A,300,200,N/A,N/A,N/A,N/A,2
Beilschmiedia sulcata,N/A,900,1000,0,N/A,N/A,N/A,3
Blakea eriocalyx,N/A,1400,1100,N/A,N/A,N/A,N/A,2
Piper boquianum,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Piper hylophilum,N/A,0,0,N/A,N/A,N/A,N/A,2
Pisonia aculeata,N/A,600,900,N/A,300,0,N/A,4
Pleurothyrium poeppigii,N/A,0,1300,1200,2300,N/A,N/A,4
Podocarpus magnifolius,N/A,600,N/A,300,1700,600,N/A,4
Polylepis pauta,N/A,300,500,200,1800,N/A,N/A,4
Posoqueria chocoana,N/A,300,0,N/A,N/A,N/A,N/A,2
Pourouma mollis,N/A,0,1800,1500,1200,N/A,N/A,4
Pouteria buenaventurensis,N/A,1500,1100,N/A,N/A,N/A,N/A,2
Pouteria campanulata,N/A,0,200,0,200,N/A,N/A,4
Pouteria oblanceolata,N/A,0,1200,N/A,600,0,N/A,4
Protium amazonicum,N/A,900,900,400,800,0,N/A,5
Protium glabrescens,N/A,500,300,0,2000,400,N/A,5
Protium hebetatum,N/A,0,0,2300,0,N/A,N/A,4
Protium laxiflorum,N/A,100,0,N/A,N/A,N/A,N/A,2
Prumnopitys harmsiana,N/A,0,0,300,1900,600,N/A,5
Prunus falcata,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Prunus huantensis,N/A,600,2300,0,2100,N/A,N/A,4
Prunus urotaenia,N/A,300,N/A,N/A,0,N/A,N/A,2
Pseudolmedia macrophylla,N/A,500,1500,1100,1500,1000,N/A,5
Psychotria montivaga,N/A,800,1200,2100,100,N/A,N/A,4
Pterogyne nitens,N/A,0,N/A,N/A,0,1200,1600,4
Purdiaea nutans,N/A,400,1700,1800,N/A,N/A,N/A,3
Quararibea grandifolia,N/A,500,0,N/A,N/A,N/A,N/A,2
Quiina amazonica,N/A,800,900,1000,1400,N/A,N/A,4
Quiina cruegeriana,N/A,600,0,400,400,700,N/A,5
Randia ferox,N/A,100,N/A,N/A,N/A,N/A,N/A,1
Rauvolfia sprucei,N/A,0,0,700,1800,0,N/A,5
Ravenia biramosa,N/A,100,0,1000,N/A,N/A,N/A,3
Retiniphyllum concolor,N/A,400,700,1000,N/A,N/A,N/A,3
Rhodostemonodaphne grandis,N/A,0,400,N/A,0,N/A,N/A,3
Ruagea tomentosa,N/A,800,1800,N/A,300,800,N/A,4
Rudgea verticillata,N/A,1300,1200,1600,2200,0,N/A,5
Sambucus peruviana,N/A,0,900,2900,2900,2400,2000,6
Saracha punctata,N/A,0,1000,1200,2500,2500,N/A,5
Saurauia herthae,N/A,0,1200,N/A,N/A,N/A,N/A,2
Saurauia pseudostrigillosa,N/A,1200,1800,0,N/A,N/A,N/A,3
Schizocalyx obovatus ,N/A,0,N/A,600,1300,1400,N/A,4
Sessea vestita,N/A,900,600,N/A,N/A,0,N/A,3
Simaba guianensis,N/A,0,1100,N/A,1000,N/A,N/A,3
Siparuna bifida,N/A,0,N/A,700,900,1000,N/A,4
Siparuna eggersii,N/A,0,2000,700,N/A,N/A,N/A,3
Siparuna piloso-lepidota,N/A,900,1900,N/A,N/A,N/A,N/A,2
Siphoneugena densiflora,N/A,0,300,N/A,N/A,N/A,N/A,2
Sloanea medusula,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Sloanea multiflora,N/A,400,0,N/A,0,N/A,N/A,3
Sloanea parvifructa,N/A,400,0,0,N/A,N/A,N/A,3
Solanum confertiseriatum,N/A,700,1800,N/A,N/A,N/A,N/A,2
Solanum cucullatum,N/A,600,2200,600,0,N/A,N/A,4
Solanum sessile,N/A,1700,1600,2400,2800,1800,600,6
Sorocea jaramilloi,N/A,900,0,N/A,N/A,N/A,N/A,2
Sorocea sarcocarpa,N/A,0,1900,N/A,N/A,N/A,N/A,2
Spirotheca awadendron,N/A,900,800,N/A,N/A,N/A,N/A,2
Sterculia colombiana,N/A,300,900,N/A,N/A,N/A,N/A,2
Blakea rotundifolia,N/A,1600,1200,N/A,N/A,N/A,N/A,2
Browneopsis macrofoliolata,N/A,0,300,N/A,N/A,N/A,N/A,2
Brunellia littlei,N/A,1400,N/A,N/A,N/A,N/A,N/A,1
Brunellia stenoptera,N/A,0,400,N/A,1200,0,N/A,4
Brunellia tomentosa,N/A,1100,700,N/A,N/A,N/A,N/A,2
Sterculia frondosa,N/A,0,600,400,1200,N/A,N/A,4
Sterculia tessmannii,N/A,100,700,300,800,100,N/A,5
Swartzia haughtii,N/A,600,400,N/A,N/A,N/A,N/A,2
Symplocos carmencitae,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Symplocos fimbriata,N/A,200,N/A,100,1300,800,N/A,4
Symplocos quindiuensis,N/A,200,N/A,N/A,N/A,N/A,N/A,1
Symplocos quitensis,N/A,500,1300,600,1100,1500,N/A,5
Tachigali setifera,N/A,0,1000,100,1500,N/A,N/A,4
Talisia macrophylla,N/A,1000,N/A,400,0,0,N/A,4
Tapirira obtusa,N/A,800,2000,300,1600,N/A,N/A,4
Tapirira rubrinervis,N/A,300,0,100,1500,N/A,N/A,4
Tapura peruviana,N/A,800,1200,200,600,N/A,N/A,4
Theobroma bicolor,N/A,800,800,N/A,N/A,N/A,N/A,2
Theobroma gileri,N/A,600,N/A,N/A,N/A,N/A,N/A,1
Theobroma subincanum,N/A,1300,900,900,1100,N/A,N/A,4
Tocoyena pittieri,N/A,600,600,N/A,N/A,N/A,N/A,2
Trattinnickia burserifolia,N/A,700,700,0,0,N/A,N/A,4
Trichilia primogenita,N/A,200,N/A,N/A,N/A,N/A,N/A,1
Trichilia surinamensis,N/A,700,100,N/A,N/A,N/A,N/A,2
Vallea ecuadorensis,N/A,0,800,0,500,N/A,N/A,4
Vatairea guianensis,N/A,0,0,N/A,N/A,N/A,N/A,2
Verbesina lloensis,N/A,0,1500,N/A,N/A,N/A,N/A,2
Viburnum lasiophyllum,N/A,1900,N/A,N/A,N/A,0,N/A,2
Virola duckei,N/A,600,600,400,1800,N/A,N/A,4
Virola loretensis,N/A,0,100,100,0,N/A,N/A,4
Virola pavonis,N/A,700,1000,800,1200,N/A,N/A,4
Vismia gracilis,N/A,500,900,1500,1600,2200,N/A,5
Vismia lateriflora,N/A,0,1200,0,0,N/A,N/A,4
Vismia mandurr,N/A,900,1500,400,N/A,N/A,N/A,3
Vismia pozuzoensis,N/A,1100,600,2500,1800,2400,N/A,5
Vitex cymosa,N/A,0,400,0,1100,400,N/A,5
Vochysia duquei,N/A,100,700,600,N/A,N/A,N/A,3
Weinmannia latifolia,N/A,1200,1700,500,1100,0,N/A,5
Weinmannia lentiscifolia,N/A,100,1500,0,900,500,N/A,5
Xylopia emarginata,N/A,400,0,N/A,400,N/A,N/A,3
Byrsonima poeppigiana,N/A,0,500,600,1900,0,N/A,5
Cabralea canjerana,N/A,700,2100,1000,2100,1500,N/A,5
Calycophyllum spruceanum,N/A,0,300,800,1400,200,N/A,5
Capirona decorticans,N/A,200,700,400,500,N/A,N/A,4
Carapa alticola,N/A,0,0,N/A,N/A,N/A,N/A,2
Carapa megistocarpa,N/A,0,800,N/A,N/A,N/A,N/A,2
Caryodaphnopsis theobromifolia,N/A,1200,700,N/A,N/A,N/A,N/A,2
Casearia fasciculata,N/A,700,1800,1300,1100,N/A,N/A,4
Casearia prunifolia,N/A,2400,2000,2000,N/A,N/A,N/A,3
Casearia tachirensis,N/A,500,600,1000,900,N/A,N/A,4
Cecropia andina,N/A,0,400,400,N/A,N/A,N/A,3
Cecropia bullata,N/A,200,N/A,N/A,N/A,N/A,N/A,1
Cecropia montana,N/A,0,1200,900,500,N/A,N/A,4
Cecropia sciadophylla,N/A,1200,1200,200,700,1500,N/A,5
Cedrelinga cateniformis,N/A,500,900,300,800,N/A,N/A,4
Celtis schippii,N/A,200,700,2300,1200,300,N/A,5
Ceroxylon parvifrons,N/A,100,1800,N/A,1300,1400,N/A,4
Cestrum peruvianum,N/A,1300,2600,1600,700,N/A,N/A,4
Chlorocardium venenosum,N/A,0,0,N/A,N/A,N/A,N/A,2
Chrysochlamys bracteolata,N/A,1300,1300,N/A,N/A,N/A,N/A,2
Chrysophyllum manaosense,N/A,600,2000,300,N/A,N/A,N/A,3
Acalypha stenoloba,N/A,N/A,1800,1500,1600,2400,N/A,4
Acalypha stricta,N/A,N/A,900,1700,1800,2200,300,5
Achatocarpus pubescens,N/A,N/A,200,0,N/A,N/A,N/A,2
Aegiphila aculeifera,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Aegiphila lopez-palacii,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Agonandra excelsa,N/A,N/A,1100,1400,400,1400,900,5
Agonandra peruviana,N/A,N/A,600,0,1300,N/A,N/A,3
Agonandra silvatica,N/A,N/A,500,400,1800,N/A,N/A,3
Aiouea formicaria,N/A,N/A,400,N/A,N/A,N/A,N/A,1
Aiouea palaciosii,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Albizia multiflora,N/A,N/A,500,1200,N/A,N/A,N/A,2
Allophylus coriaceus,N/A,N/A,0,0,N/A,N/A,N/A,2
Allophylus divaricatus,N/A,N/A,600,100,1100,900,N/A,4
Allophylus glabratus,N/A,N/A,0,0,500,900,N/A,4
Allophylus loretensis,N/A,N/A,700,200,600,N/A,N/A,3
Clethra castaneifolia,N/A,N/A,400,2100,1400,200,N/A,4
Clethra cuneata,N/A,N/A,0,1600,2100,1700,N/A,4
Clethra ferruginea,N/A,N/A,0,800,1900,500,N/A,4
Clethra pedicellaris,N/A,N/A,200,1700,2400,500,N/A,4
Clethra scabra,N/A,N/A,0,0,2000,2400,2000,5
Coccoloba peruviana,N/A,N/A,600,300,1000,600,N/A,4
Colicodendron scabridum,N/A,N/A,500,1400,700,N/A,N/A,3
Cordia lomatoloba,N/A,N/A,0,0,2300,N/A,N/A,3
Couepia bernardii,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Coussarea tenuiflora,N/A,N/A,0,900,N/A,N/A,N/A,2
Critoniopsis floribunda,N/A,N/A,1400,1200,N/A,N/A,N/A,2
Croton thurifer,N/A,N/A,0,1400,N/A,N/A,N/A,2
Cyathea carolihenrici,N/A,N/A,700,N/A,600,300,N/A,3
Cyathea obnoxia,N/A,N/A,100,600,0,0,N/A,4
Cyathostegia mathewsii,N/A,N/A,1200,2100,1600,N/A,N/A,3
Cybianthus peruvianus,N/A,N/A,1300,900,2300,1400,N/A,4
Dendropanax macrocarpus,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Dictyoloma vandellianum,N/A,N/A,400,1400,1800,1300,N/A,4
Duguetia hadrantha,N/A,N/A,600,100,700,N/A,N/A,3
Duguetia surinamensis,N/A,N/A,0,N/A,100,N/A,N/A,2
Endlicheria lorastemon,N/A,N/A,900,N/A,N/A,N/A,N/A,1
Endlicheria oreocola,N/A,N/A,1400,300,N/A,N/A,N/A,2
Endlicheria tessmannii,N/A,N/A,300,N/A,0,N/A,N/A,2
Eriotheca ruizii,N/A,N/A,1100,0,0,N/A,N/A,3
Erythrina velutina,N/A,N/A,0,200,N/A,N/A,N/A,2
Eschweilera baguensis,N/A,N/A,1100,0,N/A,N/A,N/A,2
Espostoa lanata,N/A,N/A,1000,1400,N/A,N/A,N/A,2
Faramea bangii,N/A,N/A,1000,2200,2000,500,N/A,4
Faramea eurycarpa,N/A,N/A,0,0,N/A,N/A,N/A,2
Faramea exemplaris,N/A,N/A,1100,N/A,N/A,N/A,N/A,1
Ficus maroma,N/A,N/A,400,800,1100,800,300,5
Anadenanthera colubrina,N/A,N/A,1300,2000,2200,2100,1700,5
Anadenanthera columbrina,N/A,N/A,1300,2000,2200,2100,1700,5
Andira multistipula,N/A,N/A,400,500,900,N/A,N/A,3
Annona andicola,N/A,N/A,1400,1200,1100,N/A,N/A,3
Annona deceptrix,N/A,N/A,500,N/A,N/A,N/A,N/A,1
Geissanthus pichinchae,N/A,N/A,2300,N/A,N/A,N/A,N/A,1
Guapira opposita,N/A,N/A,0,N/A,1800,800,N/A,3
Guarea subandina,N/A,N/A,1200,300,N/A,N/A,N/A,2
Guatteria duodecima,N/A,N/A,1100,0,1600,1100,N/A,4
Guatteria oblongifolia,N/A,N/A,1000,1300,2400,1000,N/A,4
Guatteria pichinchae,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Guatteria sodiroi,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Hedyosmum anisodorum,N/A,N/A,1900,0,1700,N/A,N/A,3
Hedyosmum dombeyanum,N/A,N/A,0,1200,1300,900,N/A,4
Hirtella eriandra,N/A,N/A,400,0,100,N/A,N/A,3
Humiriastrum mapiriense,N/A,N/A,600,100,0,900,N/A,4
Idiopappus saloyensis,N/A,N/A,200,N/A,N/A,N/A,N/A,1
Ilex gabrielleana,N/A,N/A,1100,600,0,N/A,N/A,3
Ilex hippocrateoides,N/A,N/A,800,1500,2700,600,N/A,4
Ilex hualgayoca,N/A,N/A,900,0,1000,N/A,N/A,3
Ilex rupicola,N/A,N/A,1600,N/A,N/A,N/A,N/A,1
Ilex teratopis,N/A,N/A,1600,2600,1800,500,N/A,4
Ilex villosula,N/A,N/A,0,1700,100,N/A,N/A,3
Incadendron esseri,N/A,N/A,300,N/A,900,N/A,N/A,2
Inga fendleriana,N/A,N/A,500,N/A,1400,1200,N/A,3
Inga glomeriflora,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Inga pruriens,N/A,N/A,700,0,200,N/A,N/A,3
Inga tomentosa,N/A,N/A,0,0,2200,1300,N/A,4
Iochroma grandiflorum,N/A,N/A,0,1500,N/A,N/A,N/A,2
Iryanthera lancifolia,N/A,N/A,800,800,0,N/A,N/A,3
Jacaranda macrocarpa,N/A,N/A,0,300,N/A,N/A,N/A,2
Joosia aequatoria,N/A,N/A,600,N/A,N/A,N/A,N/A,1
Ladenbergia riveroana,N/A,N/A,900,1700,1700,N/A,N/A,3
Leonia occidentalis,N/A,N/A,800,N/A,N/A,N/A,N/A,1
Licaria pucheri,N/A,N/A,0,N/A,2300,0,N/A,3
Lissocarpa uyat,N/A,N/A,400,800,500,N/A,N/A,3
Lomatia hirsuta,N/A,N/A,1300,1800,N/A,N/A,N/A,2
Loxopterygium huasango,N/A,N/A,1400,800,N/A,N/A,N/A,2
Lozania nunkui,N/A,N/A,600,500,N/A,N/A,N/A,2
Luehea paniculata,N/A,N/A,100,100,2100,2100,N/A,4
Machaerium millei,N/A,N/A,1400,N/A,0,500,N/A,3
Machaerium mutisii,N/A,N/A,500,0,0,N/A,N/A,3
Meliosma boliviensis,N/A,N/A,1400,0,2000,300,N/A,4
Annona excellens,N/A,N/A,0,1000,100,N/A,N/A,3
Asplundia aulacostigma,N/A,N/A,700,N/A,N/A,N/A,N/A,1
Asplundia schizotepala,N/A,N/A,900,200,900,N/A,N/A,3
Meriania rigida,N/A,N/A,2200,500,N/A,N/A,N/A,2
Mezilaurus campaucola,N/A,N/A,800,0,200,N/A,N/A,3
Miconia calophylla,N/A,N/A,500,N/A,600,N/A,N/A,2
Miconia juruensis,N/A,N/A,0,0,100,0,N/A,4
Miconia media,N/A,N/A,900,1400,600,N/A,N/A,3
Miconia micropetala,N/A,N/A,1000,0,1700,800,N/A,4
Miconia neriifolia,N/A,N/A,0,1200,1300,N/A,N/A,3
Miconia subandicola,N/A,N/A,100,1400,2000,1000,N/A,4
Miconia suborbicularis,N/A,N/A,900,N/A,N/A,N/A,N/A,1
Miconia tetragona,N/A,N/A,3200,N/A,N/A,N/A,N/A,1
Myrcia mollis,N/A,N/A,1600,1300,2300,2100,N/A,4
Myrcianthes fimbriata,N/A,N/A,900,800,N/A,N/A,N/A,2
Myriocarpa laevigata,N/A,N/A,0,1200,1900,N/A,N/A,3
Myroxylon peruiferum,N/A,N/A,0,0,600,1000,1000,5
Naucleopsis concinna,N/A,N/A,0,100,100,N/A,N/A,3
Nectandra discolor,N/A,N/A,0,1400,N/A,0,N/A,3
Nectandra olida,N/A,N/A,400,1200,200,N/A,N/A,3
Nectandra pulverulenta,N/A,N/A,0,600,1500,900,N/A,4
Nectandra subbullata,N/A,N/A,300,N/A,N/A,N/A,N/A,1
Nectandra viburnoides,N/A,N/A,0,N/A,0,N/A,N/A,2
Nordenstamia cajamarcensis,N/A,N/A,0,300,300,N/A,N/A,3
Ocotea arnottiana,N/A,N/A,0,1000,400,N/A,N/A,3
Ocotea oblongoobovata,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Ocotea olivacea,N/A,N/A,1500,600,1100,500,N/A,4
Ocotea ovalifolia,N/A,N/A,0,0,1300,N/A,N/A,3
Ocotea pedanomischa,N/A,N/A,700,500,1000,N/A,N/A,3
Oreocallis grandiflora,N/A,N/A,2000,3100,1900,N/A,N/A,3
Oreopanax andreanus,N/A,N/A,1500,0,400,N/A,N/A,3
Oreopanax rosei,N/A,N/A,1000,N/A,N/A,N/A,N/A,1
Oxandra polyantha,N/A,N/A,0,N/A,200,N/A,N/A,2
Palicourea cutucuana,N/A,N/A,1000,900,N/A,N/A,N/A,2
Panopsis pearcei,N/A,N/A,400,0,1000,1600,N/A,4
Parinari parilis,N/A,N/A,0,0,200,N/A,N/A,3
Pentagonia clementinensis,N/A,N/A,1200,N/A,N/A,N/A,N/A,1
Pentagonia williamsii,N/A,N/A,300,300,0,N/A,N/A,3
Perebea humilis,N/A,N/A,0,500,600,N/A,N/A,3
Persea brevipes,N/A,N/A,800,N/A,N/A,N/A,N/A,1
Persea raimondii,N/A,N/A,1200,0,N/A,N/A,N/A,2
Persea sericea,N/A,N/A,900,N/A,N/A,N/A,N/A,1
Persea weberbaueri,N/A,N/A,1800,1300,N/A,N/A,N/A,2
Phytelephas aequatorialis,N/A,N/A,1100,N/A,N/A,N/A,N/A,1
Axinaea confusa,N/A,N/A,0,0,1100,N/A,N/A,3
Bathysa australis,N/A,N/A,0,0,2800,1400,N/A,4
Blakea mexiae,N/A,N/A,400,300,700,N/A,N/A,3
Blakea multiflora,N/A,N/A,1200,1400,1700,1600,N/A,4
Piper andreanum,N/A,N/A,1300,1900,N/A,N/A,N/A,2
Piper ecuadorense,N/A,N/A,500,300,N/A,N/A,N/A,2
Piper heterophyllum,N/A,N/A,1100,1700,1100,2200,N/A,4
Piper longepilosum,N/A,N/A,1500,N/A,N/A,N/A,N/A,1
Piper perareolatum,N/A,N/A,1900,900,0,N/A,N/A,3
Piptocarpha lechleri,N/A,N/A,1700,0,1700,500,N/A,4
Pittoniotis rotata,N/A,N/A,0,700,0,N/A,N/A,3
Pleurothyrium glabrifolium,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Pleurothyrium parviflorum,N/A,N/A,0,800,100,N/A,N/A,3
Pourouma herrerensis,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Pouteria condorensis,N/A,N/A,100,0,300,N/A,N/A,3
Pouteria lucumifolia,N/A,N/A,400,N/A,0,0,N/A,3
Pouteria trilocularis,N/A,N/A,800,600,1400,N/A,N/A,3
Pouteria vernicosa,N/A,N/A,300,N/A,0,N/A,N/A,2
Prockia pentamera,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Protium cuneatum,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Prunus herthae,N/A,N/A,1100,0,N/A,N/A,N/A,2
Prunus pleiantha,N/A,N/A,0,0,1600,N/A,N/A,3
