species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25
Perebea humilis,N/A,0,0,500,600,N/A,N/A
Perissocarpa steyermarkii,N/A,0,N/A,N/A,N/A,N/A,N/A
Persea fendleri,N/A,100,N/A,N/A,N/A,N/A,N/A
Persea nudigemma,N/A,1600,1400,0,0,N/A,N/A
Persea peruviana,N/A,0,N/A,600,1400,1500,N/A
Persea povedae,N/A,0,N/A,N/A,N/A,N/A,N/A
Persea rigens,N/A,800,1200,N/A,N/A,N/A,N/A
Persea sericea,N/A,0,900,N/A,N/A,N/A,N/A
Phenakospermum guyannense,N/A,0,200,N/A,N/A,N/A,N/A
Phyllanthus brasiliensis,N/A,0,3300,800,0,1200,N/A
Phytelephas aequatorialis,N/A,0,1100,N/A,N/A,N/A,N/A
Phytolacca dioica,N/A,300,1100,1500,0,1500,700
Piper adenandrum,N/A,0,0,N/A,0,N/A,N/A
Axinaea quitensis,N/A,300,2100,N/A,N/A,N/A,N/A
Banara regia,N/A,0,900,N/A,N/A,N/A,N/A
Bathysa obovata,N/A,0,N/A,N/A,N/A,N/A,N/A
Batocarpus orinocensis,N/A,500,1200,1400,600,N/A,N/A
Bauhinia tarapotensis,N/A,600,800,300,700,N/A,N/A
Beilschmiedia alloiophylla,N/A,300,200,N/A,N/A,N/A,N/A
Beilschmiedia sulcata,N/A,0,1000,0,0,N/A,N/A
Bertiera angustifolia,N/A,500,600,0,800,N/A,N/A
Blakea eriocalyx,N/A,1400,1100,N/A,N/A,N/A,N/A
Blakea multiflora,N/A,0,1800,1400,1700,1600,N/A
Piper andreanum,N/A,1500,1300,1900,N/A,N/A,N/A
Piper archeri,N/A,500,N/A,N/A,N/A,N/A,N/A
Piper boquianum,N/A,0,N/A,N/A,N/A,N/A,N/A
Piper ecuadorense,N/A,1200,500,300,N/A,N/A,N/A
Piper gorgonillense,N/A,0,N/A,N/A,N/A,N/A,N/A
Piper hylophilum,N/A,1700,0,N/A,N/A,N/A,N/A
Piper marequitense,N/A,600,1600,N/A,N/A,0,N/A
Piper perareolatum,N/A,800,1900,900,0,N/A,N/A
Piper scobinifolium,N/A,800,N/A,N/A,N/A,N/A,N/A
Platymiscium stipulare,N/A,1600,800,300,700,1000,N/A
Pleurothyrium glabrifolium,N/A,0,0,N/A,N/A,N/A,N/A
Pleurothyrium poeppigii,N/A,0,1300,1200,2300,0,N/A
Polylepis pauta,N/A,300,500,200,1800,N/A,N/A
Potalia amara,N/A,300,900,1100,900,N/A,N/A
Pourouma cuspidata,N/A,0,100,N/A,0,0,N/A
Pourouma herrerensis,N/A,0,0,N/A,N/A,N/A,N/A
Pourouma mollis,N/A,0,1800,1500,1100,0,N/A
Pouteria bilocularis,N/A,500,1400,1100,1700,1300,N/A
Pouteria campanulata,N/A,0,200,0,200,N/A,N/A
Pouteria egregia,N/A,0,0,N/A,0,N/A,N/A
Pouteria macrocarpa,N/A,100,N/A,N/A,N/A,N/A,N/A
Pouteria macrophylla,N/A,1300,0,0,500,900,N/A
Pouteria oblanceolata,N/A,300,1400,N/A,600,0,N/A
Pouteria reticulata,N/A,0,500,400,1000,100,N/A
Pouteria trilocularis,N/A,1500,900,600,1400,N/A,N/A
Pouteria vernicosa,N/A,0,400,N/A,0,N/A,N/A
Protium altsonii,N/A,3400,0,0,700,N/A,N/A
Protium amazonicum,N/A,700,900,400,800,0,N/A
Protium divaricatum,N/A,400,500,300,1200,N/A,N/A
Protium guianense,N/A,400,100,N/A,0,N/A,N/A
Protium hebetatum,N/A,0,0,2300,0,N/A,N/A
Protium laxiflorum,N/A,100,500,0,N/A,N/A,N/A
Protium macrophyllum,N/A,0,0,0,0,N/A,N/A
Protium spruceanum,N/A,0,300,100,1300,N/A,N/A
Prunus ocellata,N/A,200,N/A,N/A,N/A,N/A,N/A
Prunus urotaenia,N/A,0,N/A,N/A,0,N/A,N/A
Pseudolmedia macrophylla,N/A,0,1400,1100,1500,1000,N/A
Psychotria ernestii,N/A,0,200,0,1100,200,N/A
Psychotria montivaga,N/A,900,1200,2100,100,N/A,N/A
Psychotria pichisensis,N/A,0,2000,1800,2000,1400,N/A
Pterogyne nitens,N/A,0,N/A,N/A,0,1200,1600
Purdiaea nutans,N/A,400,1700,1800,N/A,N/A,N/A
Quararibea grandifolia,N/A,0,0,N/A,N/A,N/A,N/A
Quararibea wittii,N/A,0,800,400,800,0,N/A
Quiina amazonica,N/A,800,900,1100,1300,0,N/A
Quiina cruegeriana,N/A,0,0,400,400,700,N/A
Quiina florida,N/A,0,2000,1000,1300,1100,N/A
Quiina macrophylla,N/A,1300,200,N/A,200,N/A,N/A
Quiina obovata,N/A,0,0,N/A,300,N/A,N/A
Quiina pteridophylla,N/A,1300,0,0,N/A,N/A,N/A
Randia ferox,N/A,1700,100,N/A,N/A,N/A,N/A
Rauvolfia sprucei,N/A,0,0,700,1800,0,N/A
Ravenia biramosa,N/A,100,0,1000,100,N/A,N/A
Retiniphyllum concolor,N/A,400,700,1000,N/A,N/A,N/A
Rhodostemonodaphne cyclops,N/A,0,200,N/A,N/A,N/A,N/A
Rhodostemonodaphne grandis,N/A,0,400,N/A,0,N/A,N/A
Rinoreocarpus ulei,N/A,0,1000,100,1000,0,N/A
Roucheria columbiana,N/A,0,500,200,200,N/A,N/A
Roupala cordifolia,N/A,600,700,400,1600,N/A,N/A
Rudgea sclerocalyx,N/A,500,N/A,N/A,N/A,N/A,N/A
Rudgea verticillata,N/A,1300,1200,1700,2200,0,N/A
Ryania spruceana,N/A,300,200,400,0,N/A,N/A
Sambucus peruviana,N/A,0,1500,2900,2900,2400,2000
Sapium marmieri,N/A,500,1900,600,700,2100,N/A
Saurauia biserrata,N/A,0,N/A,0,1400,N/A,N/A
Saurauia herthae,N/A,0,1200,N/A,N/A,N/A,N/A
Saurauia peruviana,N/A,0,1700,1100,800,2200,N/A
Saurauia pseudostrigillosa,N/A,900,1800,0,N/A,N/A,N/A
Schefflera sodiroi,N/A,900,1100,N/A,N/A,N/A,N/A
Schizocalyx obovatus ,N/A,0,N/A,600,1300,1400,N/A
Sebastiania brasiliensis,N/A,0,N/A,N/A,400,1800,1500
Senna ruiziana,N/A,1200,1500,1300,1500,1000,N/A
Sessea vestita,N/A,600,600,N/A,N/A,0,N/A
Sideroxylon obtusifolium,N/A,0,N/A,1200,600,1900,100
Simaba guianensis,N/A,200,1200,N/A,900,N/A,N/A
Simira cesariana,N/A,0,N/A,N/A,N/A,N/A,N/A
Siparuna bifida,N/A,0,300,700,900,1000,N/A
Siparuna cristata,N/A,0,1200,400,700,N/A,N/A
Siparuna eggersii,N/A,1700,2000,700,N/A,N/A,N/A
Siparuna piloso-lepidota,N/A,500,1900,N/A,0,N/A,N/A
Siphoneugena densiflora,N/A,0,300,N/A,N/A,N/A,N/A
Siphoneugena dussii,N/A,100,0,600,1400,N/A,N/A
Sloanea brevipes,N/A,300,0,N/A,900,0,N/A
Sloanea fragrans,N/A,100,800,2300,1100,1000,N/A
Sloanea laxiflora,N/A,0,0,N/A,0,0,N/A
Sloanea medusula,N/A,0,0,N/A,N/A,N/A,N/A
Sloanea multiflora,N/A,500,0,N/A,0,N/A,N/A
Sloanea parvifructa,N/A,0,0,0,N/A,N/A,N/A
Sloanea pubescens,N/A,200,900,1400,1300,700,N/A
Sloanea sinemariensis,N/A,0,800,1800,700,N/A,N/A
Solanum confertiseriatum,N/A,200,1800,N/A,N/A,N/A,N/A
Solanum cucullatum,N/A,600,2200,600,0,N/A,N/A
Solanum sessile,N/A,1700,1600,2400,2800,1800,600
Sorocea guilleminiana,N/A,0,0,700,1700,1400,N/A
Sorocea jaramilloi,N/A,400,0,N/A,N/A,N/A,N/A
Sorocea sarcocarpa,N/A,400,1900,N/A,N/A,N/A,N/A
Sorocea steinbachii,N/A,500,1600,400,2500,1000,N/A
Spirotheca awadendron,N/A,100,800,N/A,N/A,N/A,N/A
Stephanopodium aptotum,N/A,0,N/A,N/A,N/A,N/A,N/A
Sterculia colombiana,N/A,300,900,N/A,100,N/A,N/A
Blakea rotundifolia,N/A,500,1200,N/A,N/A,N/A,N/A
Boehmeria ulmifolia,N/A,0,2400,1300,2300,1900,0
Brachyotum gleasonii,N/A,0,500,N/A,N/A,N/A,N/A
Brownea multijuga,N/A,0,300,N/A,N/A,N/A,N/A
Browneopsis macrofoliolata,N/A,0,300,N/A,N/A,N/A,N/A
Brunellia littlei,N/A,1000,N/A,N/A,N/A,N/A,N/A
Brunellia stenoptera,N/A,0,400,N/A,1200,0,N/A
Brunellia tomentosa,N/A,1100,700,N/A,N/A,N/A,N/A
Sterculia frondosa,N/A,0,600,400,1100,N/A,N/A
Sterculia tessmannii,N/A,100,600,300,800,100,N/A
Sterigmapetalum colombianum,N/A,0,0,N/A,N/A,N/A,N/A
Strychnos guianensis,N/A,500,0,N/A,0,N/A,N/A
Stryphnodendron microstachyum,N/A,400,0,200,600,100,N/A
Styloceras laurifolium,N/A,100,1100,500,3000,400,N/A
Stylogyne ardisioides,N/A,1000,2000,2400,2000,1800,N/A
Styrax glabratus,N/A,0,0,N/A,N/A,N/A,N/A
Styrax heterotrichus,N/A,500,0,N/A,N/A,N/A,N/A
Swartzia haughtii,N/A,400,400,N/A,N/A,N/A,N/A
Symplocos bogotensis,N/A,1000,1600,200,1100,1000,N/A
Symplocos carmencitae,N/A,0,600,N/A,N/A,N/A,N/A
Symplocos fimbriata,N/A,200,N/A,100,1300,800,N/A
Symplocos fuliginosa,N/A,300,1200,900,800,N/A,N/A
Symplocos reflexa,N/A,0,0,0,0,N/A,N/A
Symplocos subandina,N/A,100,300,N/A,N/A,N/A,N/A
Tabebuia serratifolia,N/A,200,N/A,N/A,N/A,N/A,N/A
Tabernaemontana columbiensis,N/A,500,200,N/A,N/A,N/A,N/A
Tachigali setifera,N/A,0,1000,100,1400,N/A,N/A
Talisia bullata,N/A,0,N/A,N/A,N/A,N/A,N/A
Talisia macrophylla,N/A,300,200,400,0,0,N/A
Talisia obovata,N/A,0,0,300,0,N/A,N/A
Tapirira obtusa,N/A,800,2000,300,1500,N/A,N/A
Tapirira rubrinervis,N/A,300,0,100,1500,N/A,N/A
Tapura peruviana,N/A,0,1200,200,600,N/A,N/A
Ternstroemia globiflora,N/A,0,N/A,N/A,0,N/A,N/A
Tetrorchidium macrophyllum,N/A,1500,2000,600,800,N/A,N/A
Theobroma bicolor,N/A,400,800,N/A,0,N/A,N/A
Theobroma gileri,N/A,200,N/A,N/A,N/A,N/A,N/A
Theobroma speciosum,N/A,200,100,100,100,0,N/A
Theobroma subincanum,N/A,1300,900,900,1100,N/A,N/A
Tocoyena pittieri,N/A,0,600,N/A,N/A,N/A,N/A
Tovomita carinata,N/A,0,0,300,0,N/A,N/A
Tovomita spruceana,N/A,500,0,N/A,N/A,N/A,N/A
Trattinnickia burserifolia,N/A,900,900,0,0,N/A,N/A
Trattinnickia lawrancei,N/A,300,0,N/A,N/A,N/A,N/A
Trichilia inaequilatera,N/A,0,100,300,1400,2000,N/A
Trichilia micrantha,N/A,700,1200,800,900,100,N/A
Trichilia primogenita,N/A,0,0,N/A,N/A,N/A,N/A
Trichilia rubra,N/A,0,1800,700,1200,600,N/A
Trichilia stipitata,N/A,0,0,N/A,N/A,N/A,N/A
Trichilia surinamensis,N/A,300,100,N/A,N/A,N/A,N/A
Triplaris weigeltiana,N/A,0,100,1000,N/A,N/A,N/A
Unonopsis guatterioides,N/A,0,500,1400,500,1000,N/A
Unonopsis spectabilis,N/A,400,800,400,100,800,N/A
Vallea ecuadorensis,N/A,0,800,0,500,N/A,N/A
Vatairea guianensis,N/A,0,100,N/A,N/A,N/A,N/A
Verbesina latisquama,N/A,0,300,N/A,N/A,N/A,N/A
Verbesina lloensis,N/A,1500,1500,N/A,N/A,N/A,N/A
Virola duckei,N/A,500,600,400,1600,N/A,N/A
Virola loretensis,N/A,0,100,100,0,N/A,N/A
Virola mollissima,N/A,0,100,0,400,N/A,N/A
Virola pavonis,N/A,700,1000,800,1200,N/A,N/A
Vismia gracilis,N/A,100,200,1500,1600,2200,N/A
Vismia lateriflora,N/A,1300,1200,0,0,N/A,N/A
Vismia lindeniana,N/A,0,N/A,N/A,N/A,N/A,N/A
Vismia mandurr,N/A,200,1500,400,N/A,N/A,N/A
Vismia pozuzoensis,N/A,1100,600,2500,1700,2400,N/A
Vismia sprucei,N/A,100,1500,700,600,0,N/A
Vismia tomentosa,N/A,0,2300,200,900,0,N/A
Vochysia duquei,N/A,100,700,600,N/A,N/A,N/A
Weinmannia ovata,N/A,0,1700,1200,1900,1000,N/A
Weinmannia polyphylla,N/A,100,0,N/A,N/A,N/A,N/A
Weinmannia subsessiliflora,N/A,300,N/A,1600,1000,600,N/A
Wettinia oxycarpa,N/A,400,0,N/A,N/A,N/A,N/A
Xylopia cuspidata,N/A,0,400,700,900,0,N/A
Xylopia emarginata,N/A,500,0,N/A,100,N/A,N/A
Zanthoxylum pucro,N/A,0,N/A,N/A,500,700,N/A
Zanthoxylum sprucei,N/A,0,300,1300,1600,1300,N/A
Zygia lathetica,N/A,0,100,N/A,N/A,N/A,N/A
Zygia picramnioides,N/A,0,N/A,N/A,N/A,N/A,N/A
Byrsonima poeppigiana,N/A,0,500,600,1800,0,N/A
Cabralea canjerana,N/A,0,2100,1000,2100,1500,N/A
Calliandra riparia,N/A,500,N/A,N/A,N/A,N/A,N/A
Calycophyllum multiflorum,N/A,0,N/A,N/A,N/A,700,900
Calycophyllum spruceanum,N/A,0,300,800,1300,200,N/A
Campomanesia speciosa,N/A,0,0,200,900,0,N/A
Capparidastrum petiolare,N/A,0,1600,2000,1400,N/A,N/A
Carapa alticola,N/A,0,0,N/A,N/A,N/A,N/A
Carapa megistocarpa,N/A,0,800,N/A,N/A,N/A,N/A
Caryocar pallidum,N/A,0,0,0,1200,N/A,N/A
Caryodaphnopsis theobromifolia,N/A,800,700,N/A,0,N/A,N/A
Casearia combaymensis,N/A,200,1000,N/A,0,0,N/A
Casearia fasciculata,N/A,0,1800,1300,900,N/A,N/A
Casearia prunifolia,N/A,1500,1900,2000,0,N/A,N/A
Castilla ulei,N/A,600,200,100,500,0,N/A
Cecropia albicans,N/A,0,N/A,N/A,N/A,N/A,N/A
Cecropia andina,N/A,0,400,400,N/A,N/A,N/A
Cecropia montana,N/A,0,1200,900,500,N/A,N/A
Cecropia sciadophylla,N/A,1000,1100,200,700,1500,N/A
Cedrela fissilis,N/A,1600,400,500,3100,2100,1500
Cedrelinga cateniformis,N/A,500,900,300,800,N/A,N/A
Ceiba samauma,N/A,0,800,1500,2400,300,N/A
Ceiba trischistandra,N/A,0,1100,N/A,N/A,N/A,N/A
Centronia laurifolia,N/A,0,1500,1300,0,N/A,N/A
Ceroxylon echinulatum,N/A,0,700,N/A,700,N/A,N/A
Cestrum peruvianum,N/A,1100,2600,1600,700,N/A,N/A
Chimarrhis glabriflora,N/A,500,800,700,900,700,N/A
Chrysochlamys bracteolata,N/A,500,1300,N/A,N/A,N/A,N/A
Chrysochlamys ulei,N/A,0,0,500,1200,N/A,N/A
Chrysophyllum amazonicum,N/A,100,800,700,900,N/A,N/A
Achatocarpus pubescens,N/A,N/A,200,0,N/A,N/A,N/A
Actinostemon concolor,N/A,N/A,0,0,500,N/A,N/A
Aegiphila lopez-palacii,N/A,N/A,0,N/A,N/A,N/A,N/A
Agonandra excelsa,N/A,N/A,1100,1400,400,1400,900
Agonandra peruviana,N/A,N/A,600,0,1300,N/A,N/A
Albizia multiflora,N/A,N/A,500,1200,0,N/A,N/A
Allophylus coriaceus,N/A,N/A,0,0,0,N/A,N/A
Allophylus divaricatus,N/A,N/A,600,200,1000,900,N/A
Allophylus glabratus,N/A,N/A,0,0,500,900,N/A
Allophylus loretensis,N/A,N/A,700,200,600,N/A,N/A
Clethra castaneifolia,N/A,N/A,800,2100,1400,200,N/A
Clethra cuneata,N/A,N/A,0,1600,2100,1700,N/A
Clusia pavonii,N/A,N/A,0,500,0,N/A,N/A
Coccoloba peruviana,N/A,N/A,600,300,1000,600,N/A
Colicodendron scabridum,N/A,N/A,500,1400,700,N/A,N/A
Condalia weberbaueri,N/A,N/A,0,2300,N/A,500,N/A
Cordia trichotoma,N/A,N/A,0,N/A,0,600,1300
Couepia bernardii,N/A,N/A,0,N/A,N/A,N/A,N/A
Critoniopsis floribunda,N/A,N/A,1400,1200,N/A,N/A,N/A
Croton rimbachii,N/A,N/A,800,0,1100,N/A,N/A
Croton thurifer,N/A,N/A,0,1400,N/A,N/A,N/A
Cyathea carolihenrici,N/A,N/A,700,N/A,600,300,N/A
Cyathea moranii,N/A,N/A,0,N/A,N/A,N/A,N/A
Cyathostegia mathewsii,N/A,N/A,1200,2100,1600,N/A,N/A
Cybianthus fosteri,N/A,N/A,0,0,0,0,N/A
Cybianthus peruvianus,N/A,N/A,2000,900,2300,1400,N/A
Dictyoloma vandellianum,N/A,N/A,400,1400,1800,1300,N/A
Diploon cuspidatum,N/A,N/A,200,N/A,800,100,N/A
Duguetia hadrantha,N/A,N/A,600,100,700,N/A,N/A
Duguetia surinamensis,N/A,N/A,0,N/A,100,N/A,N/A
Duranta serratifolia,N/A,N/A,600,0,800,1800,1100
Endlicheria lorastemon,N/A,N/A,900,N/A,N/A,N/A,N/A
Endlicheria macrophylla,N/A,N/A,0,N/A,500,N/A,N/A
Endlicheria oreocola,N/A,N/A,1400,300,N/A,N/A,N/A
Endlicheria tschudyana,N/A,N/A,200,0,0,N/A,N/A
Eriotheca ruizii,N/A,N/A,1100,0,0,N/A,N/A
Erythrina velutina,N/A,N/A,0,200,N/A,N/A,N/A
Eschweilera baguensis,N/A,N/A,1100,0,N/A,N/A,N/A
Eschweilera tenax,N/A,N/A,0,N/A,N/A,N/A,N/A
Espostoa lanata,N/A,N/A,1200,1400,N/A,N/A,N/A
Eugenia limbosa,N/A,N/A,0,0,700,700,N/A
Faramea candelabrum,N/A,N/A,100,900,2600,1400,N/A
Faramea exemplaris,N/A,N/A,1100,N/A,N/A,N/A,N/A
Ficus casapiensis,N/A,N/A,100,200,1300,N/A,N/A
Ficus maroma,N/A,N/A,400,800,1100,800,300
Gallesia integrifolia,N/A,N/A,1000,1000,1200,1300,N/A
Ampelocera ruizii,N/A,N/A,0,800,1600,1300,N/A
Anadenanthera colubrina,N/A,N/A,1300,2000,2300,2100,1700
Anadenanthera columbrina,N/A,N/A,1300,2000,2300,2100,1700
Annona andicola,N/A,N/A,1400,1200,1800,N/A,N/A
Guapira noxia,N/A,N/A,0,N/A,0,N/A,N/A
Guapira opposita,N/A,N/A,0,N/A,1800,800,0
Guarea subandina,N/A,N/A,1200,300,N/A,N/A,N/A
Guatteria duodecima,N/A,N/A,1100,0,1600,1100,N/A
Guatteria oblongifolia,N/A,N/A,1000,1300,2400,1000,N/A
Guatteria sodiroi,N/A,N/A,0,N/A,N/A,N/A,N/A
Gynoxys nitida,N/A,N/A,0,300,400,N/A,N/A
Hedyosmum dombeyanum,N/A,N/A,0,1200,1300,900,N/A
Humiriastrum mapiriense,N/A,N/A,600,100,0,900,N/A
Hydrangea jelskii,N/A,N/A,300,800,800,200,N/A
Idiopappus saloyensis,N/A,N/A,200,N/A,N/A,N/A,N/A
Ilex gabrielleana,N/A,N/A,1100,600,0,N/A,N/A
Ilex hippocrateoides,N/A,N/A,800,1500,2700,600,N/A
Ilex hualgayoca,N/A,N/A,900,0,1000,N/A,N/A
Ilex rupicola,N/A,N/A,1600,N/A,N/A,N/A,N/A
Ilex teratopis,N/A,N/A,1600,2600,1800,500,N/A
Ilex villosula,N/A,N/A,0,1700,100,N/A,N/A
Incadendron esseri,N/A,N/A,300,N/A,900,N/A,N/A
Inga killipiana,N/A,N/A,0,0,700,N/A,N/A
Iochroma grandiflorum,N/A,N/A,0,1500,N/A,N/A,N/A
Iryanthera olacoides,N/A,N/A,0,100,200,N/A,N/A
Joosia aequatoria,N/A,N/A,600,N/A,0,N/A,N/A
Ladenbergia riveroana,N/A,N/A,900,1700,1700,N/A,N/A
Licaria pucheri,N/A,N/A,0,N/A,2300,0,N/A
Lissocarpa uyat,N/A,N/A,400,800,500,N/A,N/A
Lomatia hirsuta,N/A,N/A,1300,1800,N/A,N/A,N/A
Loxopterygium huasango,N/A,N/A,1400,800,N/A,N/A,N/A
Lozania nunkui,N/A,N/A,600,500,N/A,N/A,N/A
Luehea paniculata,N/A,N/A,100,100,2100,2100,N/A
Machaerium millei,N/A,N/A,1400,N/A,0,500,N/A
Matisia bicolor,N/A,N/A,0,500,600,N/A,N/A
Meliosma glabrata,N/A,N/A,100,N/A,3100,400,N/A
Meliosma pumila,N/A,N/A,0,1800,0,N/A,N/A
Annona excellens,N/A,N/A,0,1000,0,N/A,N/A
Aspidosperma cylindrocarpon,N/A,N/A,0,400,800,1400,N/A
Aspidosperma parvifolium,N/A,N/A,0,1100,1000,0,N/A
Asplundia aulacostigma,N/A,N/A,700,N/A,N/A,N/A,N/A
Mezilaurus campaucola,N/A,N/A,800,0,200,N/A,N/A
Miconia barbeyana,N/A,N/A,0,N/A,1100,N/A,N/A
Miconia bracteata,N/A,N/A,0,N/A,N/A,N/A,N/A
Miconia coelestis,N/A,N/A,0,0,1900,200,N/A
Miconia media,N/A,N/A,900,1400,600,N/A,N/A
Miconia neriifolia,N/A,N/A,0,1200,1300,N/A,N/A
Miconia spennerostachya,N/A,N/A,1000,1600,1700,1900,N/A
Miconia subandicola,N/A,N/A,100,1400,1800,1000,N/A
Miconia suborbicularis,N/A,N/A,900,N/A,N/A,N/A,N/A
Miconia tetragona,N/A,N/A,3200,N/A,0,0,N/A
Myrcia minutiflora,N/A,N/A,0,N/A,200,N/A,N/A
Myrcianthes fimbriata,N/A,N/A,900,800,N/A,N/A,N/A
Myriocarpa laevigata,N/A,N/A,0,1200,1900,N/A,N/A
Myrsine reynelii,N/A,N/A,0,0,N/A,N/A,N/A
Nectandra olida,N/A,N/A,400,1200,200,N/A,N/A
Nectandra pulverulenta,N/A,N/A,0,800,1500,900,N/A
Nectandra subbullata,N/A,N/A,300,N/A,N/A,N/A,N/A
Nectandra viburnoides,N/A,N/A,0,N/A,0,N/A,N/A
Nordenstamia cajamarcensis,N/A,N/A,0,300,300,N/A,N/A
Ocotea mandonii,N/A,N/A,500,0,1100,2000,N/A
Ocotea oblongoobovata,N/A,N/A,0,N/A,N/A,N/A,N/A
Ocotea obovata,N/A,N/A,100,1000,3000,0,N/A
Ocotea ovalifolia,N/A,N/A,0,0,1300,N/A,N/A
Ocotea pedanomischa,N/A,N/A,700,500,1000,N/A,N/A
Oreopanax andreanus,N/A,N/A,1800,0,400,N/A,N/A
Oreopanax microflorous,N/A,N/A,1600,N/A,0,N/A,N/A
Oreopanax rosei,N/A,N/A,1000,N/A,N/A,N/A,N/A
Palicourea cutucuana,N/A,N/A,1000,900,N/A,N/A,N/A
Panopsis pearcei,N/A,N/A,400,0,1000,1600,N/A
Parinari occidentalis,N/A,N/A,0,N/A,1500,500,N/A
Parinari parilis,N/A,N/A,0,0,200,N/A,N/A
Persea brevipes,N/A,N/A,800,N/A,N/A,N/A,N/A
Persea weberbaueri,N/A,N/A,1800,1300,0,N/A,N/A
Axinaea confusa,N/A,N/A,0,0,1100,N/A,N/A
Bathysa australis,N/A,N/A,0,0,2800,1400,N/A
Blakea mexiae,N/A,N/A,400,300,700,N/A,N/A
Piper heterophyllum,N/A,N/A,1100,1700,1100,2200,N/A
Piper longepilosum,N/A,N/A,1500,N/A,N/A,N/A,N/A
Piptocarpha lechleri,N/A,N/A,1700,0,1700,500,N/A
Pittoniotis rotata,N/A,N/A,0,700,0,N/A,N/A
Pleurothyrium parviflorum,N/A,N/A,0,800,100,N/A,N/A
Pouteria condorensis,N/A,N/A,100,0,300,N/A,N/A
Pouteria gigantea,N/A,N/A,0,N/A,N/A,N/A,N/A
Pouteria guianensis,N/A,N/A,0,N/A,N/A,N/A,N/A
Pouteria juruana,N/A,N/A,100,N/A,1100,N/A,N/A
Pouteria lucumifolia,N/A,N/A,400,N/A,1200,0,N/A
Prockia pentamera,N/A,N/A,0,N/A,N/A,N/A,N/A
Protium cuneatum,N/A,N/A,0,N/A,N/A,N/A,N/A
Protium rhynchophyllum,N/A,N/A,0,0,700,200,N/A
Prunus herthae,N/A,N/A,1100,0,N/A,N/A,N/A
Prunus pleiantha,N/A,N/A,0,0,1600,N/A,N/A
Prunus stipulata,N/A,N/A,0,1900,1300,700,N/A
Pseudoxandra pacifica,N/A,N/A,0,N/A,N/A,N/A,N/A
Remijia chelomaphylla,N/A,N/A,900,500,800,N/A,N/A
Rhamnidium elaeocarpum,N/A,N/A,100,200,1000,1500,1000
Rhamnus glandulosa,N/A,N/A,0,N/A,N/A,N/A,N/A
Rudgea ciliata,N/A,N/A,0,1100,2000,1900,N/A
Ruizodendron ovale,N/A,N/A,600,300,800,1200,N/A
Salacia solimoesensis,N/A,N/A,200,0,0,N/A,N/A
Sarcaulus oblatus,N/A,N/A,600,N/A,N/A,N/A,N/A
Saurauia harlingii,N/A,N/A,400,N/A,N/A,N/A,N/A
Senna mollissima,N/A,N/A,1400,2500,N/A,N/A,N/A
Sessea dependens,N/A,N/A,0,N/A,2700,300,N/A
Simira mollis,N/A,N/A,0,N/A,N/A,N/A,N/A
Siparuna cascada,N/A,N/A,800,400,N/A,N/A,N/A
Siparuna tomentosa,N/A,N/A,900,3200,2400,2400,N/A
Sloanea garckeana,N/A,N/A,0,100,200,N/A,N/A
Sloanea meianthera,N/A,N/A,0,N/A,0,N/A,N/A
Sloanea obtusifolia,N/A,N/A,0,N/A,700,1000,N/A
Socratea salazarii,N/A,N/A,400,800,900,0,N/A
Solanum cutervanum,N/A,N/A,1000,900,1000,N/A,N/A
Solanum maturecalvans,N/A,N/A,1000,2100,2800,2000,200
Solanum pendulum,N/A,N/A,800,2000,2100,0,N/A
Solanum riparium,N/A,N/A,100,2100,2200,2200,1600
Blepharocalyx salicifolius,N/A,N/A,0,N/A,2000,2500,1600
Brunellia inermis,N/A,N/A,1200,200,1200,N/A,N/A
Sterculia rebeccae,N/A,N/A,600,0,1300,300,N/A
Sterculia speciosa,N/A,N/A,100,N/A,N/A,0,N/A
Strychnos erichsonii,N/A,N/A,0,N/A,N/A,N/A,N/A
Styrax foveolaria,N/A,N/A,2000,900,1100,N/A,N/A
Symplocos apiciflora,N/A,N/A,0,N/A,900,N/A,N/A
Symplocos arechea,N/A,N/A,500,1400,1600,1600,N/A
Symplocos canescens,N/A,N/A,800,N/A,N/A,N/A,N/A
Symplocos coriacea,N/A,N/A,200,200,1300,N/A,N/A
Symplocos fuscata,N/A,N/A,1100,0,N/A,N/A,N/A
Symplocos peruviana,N/A,N/A,1300,1600,0,N/A,N/A
Symplocos rimbachii,N/A,N/A,0,N/A,N/A,N/A,N/A
Symplocos spruceana,N/A,N/A,0,N/A,N/A,N/A,N/A
Syzygium aemulum,N/A,N/A,0,N/A,N/A,N/A,N/A
Tachigali chrysaloides,N/A,N/A,1500,900,300,N/A,N/A
Terminalia valverdeae,N/A,N/A,0,0,0,N/A,N/A
Ternstroemia jelskii,N/A,N/A,700,2300,1700,N/A,N/A
Ternstroemia luquillensis,N/A,N/A,0,N/A,N/A,N/A,N/A
Tipuana tipu,N/A,N/A,0,0,N/A,2900,2200
Toulicia reticulata,N/A,N/A,0,400,700,N/A,N/A
Tovomita krukovii,N/A,N/A,0,N/A,N/A,300,N/A
Trichilia tomentosa,N/A,N/A,300,1300,N/A,0,N/A
Triplaris poeppigiana,N/A,N/A,0,0,1000,800,N/A
Urera lianoides,N/A,N/A,400,N/A,1700,1500,100
Vasconcellea quercifolia,N/A,N/A,0,900,700,1900,2800
